,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
34,Челябинск,"Варяг, Холдинг предприятий безопасности","официальное трудоустройство;,стабильная заработная плата;,график работы 5/2;,интересные задачи, возможность самореализации;,внутрикорпоративное обучение и развитие;,развитая корпоративная культура;,скидки на услуги компании.",13 октября 2020," «Варяг – технологии безопасности» – современный, стремительно развивающийся холдинг предприятий, разрабатывающих инновационные решения в области безопасности. Продуктами компании являются системы мониторинга и защиты имущества, инженерно-технические средства безопасности, услуги пультовой и физической охраны, а также образовательные услуги спецподготовки персонала. Пользователи продуктов и услуг под брендами компании - это более 20 000 клиентов на территории Уральского Федерального округа, от физических лиц и малого бизнеса до крупнейших федеральных и государственных компаний. В нынешних условиях пандемии, когда все сокращают штат и заработную плату, «Варяг» продолжает набор квалифицированных сотрудников. Открываем набор на позицию «Системный администратор» и предлагаем Вам стать частью нашей дружной и боевой команды! Обязанности: обслуживание всех ПК Холдинга, устранение неисправностей и наладка; обслуживание и ремонт орг.техники, заправка и наладка картриджей; обслуживание активного сетевого оборудования Mikrotik, D-link, HP, сетевых коммуникаций; диагностика и мелкий ремонт It-оборудования; обслуживание пультового оборудования; организация бесперебойной работы серверной; организация сохранности базы данных Холдинга по различным отделам. Требования: среднее профессиональное (сфера вычислительной техники), высшее (инженерное); опыт работы от 1 года в аналогичной должности; опыт наладки ПК, орг.техники, IP мини-АТС; знание операционных систем и офисных программных продуктов на уровне системного администратора; опыт работы с активным сетевым оборудованием маршрутизаторы Mikrotik, управляемые коммутаторы, голосовые шлюзы, IP телефония. Условия: официальное трудоустройство; стабильная заработная плата; график работы 5/2; интересные задачи, возможность самореализации; внутрикорпоративное обучение и развитие; развитая корпоративная культура; скидки на услуги компании. Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 3 дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам. "," , , , , , , , , , , , , , ",1–3 года,Системный администратор," , , , , , , , , , ",40000.0,35000.0,полный день,"Администрирование,Внутренние коммуникации,Техническое обслуживание,Windows 7,Cистемы управления базами данных",Полная занятость,https://tyumen.hh.ru/vacancy/39582229
173,Челябинск,"Варяг, Холдинг предприятий безопасности",,2 октября 2020," «Варяг – технологии безопасности» – современный, стремительно развивающийся холдинг предприятий, разрабатывающих инновационные решения в области безопасности. Продуктами компании являются системы мониторинга и защиты имущества, инженерно-технические средства безопасности, услуги пультовой и физической охраны, а также образовательные услуги спецподготовки персонала. Пользователи продуктов и услуг под брендами компании - это более 25 000 клиентов на территории Уральского Федерального округа, от физических лиц и малого бизнеса до крупнейших федеральных и государственных компаний. В нынешних условиях пандемии, когда все сокращают штат и заработную плату, «Варяг» продолжает набор квалифицированных сотрудников. Открываем набор на позицию «МЕНЕДЖЕР ПО РАБОТЕ С КЛИЕНТАМИ» и предлагаем Вам стать частью нашей дружной и боевой команды! Мы предлагаем: официальное трудоустройство; стабильную заработную плата; пятидневную рабочую неделю (суббота, воскресенье – выходные); обучение внутри компании (собственный корпоративный учебный центр); личный и профессиональный рост (участие в профессиональных конференциях, семинарах); возможность карьерного роста; работу офисно-разъездного характера; оплату ГСМ и сотовой связи; скидки на услуги компании; развитую корпоративную жизнь. Что Вам предстоит делать: помогать действующим клиентам в решении любых вопросов по взаимодействию с компанией; повышать лояльность клиентов к компании (звонки и визиты вежливости, скидки, подарки, информационная поддержка и пр.); разрешать спорные ситуаций с клиентами, не допуская оттока; проводить мероприятия по снижению и предупреждению образования дебиторской задолженности. Требования к кандидату: высшее образование; опыт работы с клиентами от 1 года; грамотная устная и письменная речь; коммуникативность , доброжелательность; умение работать в режиме многозадачности; ответственность, внимательность, самостоятельность в работе; уверенный пользователь ПК. Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 3-х рабочих дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным в резюме контактам. ",,1–3 года,Менеджер по работе с клиентами (послепродажное обслуживание),,40000.0,35000.0,полный день,"Грамотная речь,Клиентоориентированность,Деловая коммуникация,Работа с клиентами,Ориентация на клиента",Полная занятость,https://tyumen.hh.ru/vacancy/39286402
801,Челябинск,Южно-Уральский Технологический Университет,,6 октября 2020," Основные задачи: Техническая поддержка пользователей. Удаленная техническая поддержка пользователей. Обслуживание парка ПК, модульный ремонт. Администрирование корпоративной сети, WiFi. В том числе удаленно. Администрирование серверной инфраструктуры предприятия и сервисов. Настройка, установка активного сетевого оборудования. Модернизации уже существующих СКС, проектирование новых. Выполнение регламентных работ. Ведение документации. Разработка инструкций. Наполнение базы знаний. Требования: Опыт работы с оборудованием сетевым оборудованием D-Link (коммутаторы, маршрутизаторы, firewall), Ubiquiti. Опыт работы с серверными и клиентскими ОС Windows, Linux. Опыт работы с виртуализацией Hyper-V. Опыт работы с системами мониторинга. Будет плюсом опыт в области IP телефонии. Условия: Рабочий график: Понедельник - Пятница 8:30 - 17:00 Своевременная выплата заработной платы Резюме необходимо направлять на электронную почту. ",,1–3 года,Системный администратор,,40000.0,37000.0,полный день,"Администрирование серверов Linux,Ubuntu Server,Проектирование ЛВС,Администрирование сетевого оборудования,Настройка ПО,Техническая поддержка,Разработка инструкций,Администрирование серверов Windows",Полная занятость,https://tyumen.hh.ru/vacancy/39656040
468,Челябинск,Кабельные Системы и Технологии,"Официальное трудоустройство, социальный пакет по ТК РФ;,Комфортабельный офис в центральном районе города;,Своевременная белая заработная плата;,Работа строго в офисе. Предложения по удалённой занятости не рассматриваем;,Для получения качественного результата, есть возможность привлекать подрядчиков;,График работы 5/2 с 09-00 до 18-00;,Зерновой кофе, чай, сахар бесплатно.",7 октября 2020," ООО «Кабельные Системы и Технологии» - федеральная, производственно-инжиниринговая компания, крупнейший в России производитель и поставщик инженерных систем промышленного назначения. Наша специализация: - проектирование и поставка систем электрообогрева и электроснабжения; - строительно-монтажные, пусконаладочные работы и сервисная поддержка. С целью вывода компании на новый уровень в сети интернет, мы ищем амбициозного, профессионального кандидата на замещение вакантной должности Интернет-маркетолог/Руководитель интернет-проектов. Обязанности: Редизайн и создание интернет-проектов: корпоративный сайт, федеральные интернет-магазины, тематические сайты; Разработка и реализация стратегии развития и продвижения в поисковых системах, в т.ч. через сервисы видео и картинки; Создание и поддержание аккаунтов Facebook, YouTube, RuTube... Внутренняя и внешняя оптимизация сайта; Улучшение индексации и привлечение целевого трафика; Мониторинг изменений в алгоритмах поисковых систем; Работы с исполнителями, подрядчиками - постановка задач, контроль сроков; Выводить сайты в ТОП поисковых систем Яндекс и Google по контенту, картинкам, видео; Работа с системами аналитики Яндекс Метрика, Google Analytics; CRM– Битрикс24. Требования: Только легальные способы продвижения; Образование по специальности является преимуществом; Опыт работы от двух лет; Умение работать с большим потоком информации; Активная жизненная позиция, внимательность, грамотная речь, ответственность; Наличие сертификатов подтверждающие прохождение профильного обучения; Наличие 2-3 успешных проектов, которые можно посмотреть в живую + любые материалы по проектам (план работ, состав работ, клиентский месячный отчет и т.д). Условия: Официальное трудоустройство, социальный пакет по ТК РФ; Комфортабельный офис в центральном районе города; Своевременная белая заработная плата; Работа строго в офисе. Предложения по удалённой занятости не рассматриваем; Для получения качественного результата, есть возможность привлекать подрядчиков; График работы 5/2 с 09-00 до 18-00; Зерновой кофе, чай, сахар бесплатно. ","Редизайн и создание интернет-проектов: корпоративный сайт, федеральные интернет-магазины, тематические сайты;,Разработка и реализация стратегии развития и продвижения в поисковых системах, в т.ч. через сервисы видео и картинки;,Создание и поддержание аккаунтов Facebook, YouTube, RuTube...,Внутренняя и внешняя оптимизация сайта;,Улучшение индексации и привлечение целевого трафика;,Мониторинг изменений в алгоритмах поисковых систем;,Работы с исполнителями, подрядчиками - постановка задач, контроль сроков;,Выводить сайты в ТОП поисковых систем Яндекс и Google по контенту, картинкам, видео;,Работа с системами аналитики Яндекс Метрика, Google Analytics;,CRM– Битрикс24.",1–3 года,Интернет-маркетолог/Руководитель интернет-проектов,"Только легальные способы продвижения;,Образование по специальности является преимуществом;,Опыт работы от двух лет;,Умение работать с большим потоком информации;,Активная жизненная позиция, внимательность, грамотная речь, ответственность;,Наличие сертификатов подтверждающие прохождение профильного обучения;,Наличие 2-3 успешных проектов, которые можно посмотреть в живую + любые материалы по проектам (план работ, состав работ, клиентский месячный отчет и т.д).",40000.0,40000.0,полный день,"Английский — A1 — Начальный,Яндекс.Директ,Google Analytics,Поисковая оптимизация сайтов,Яндекс.Метрика,Google AdWords,Управление проектами,SEO,Продвижение сайтов,Администрирование сайтов,Internet Marketing,Контекстная реклама,1С-Битрикс,CMS Wordpress",Полная занятость,https://tyumen.hh.ru/vacancy/39682114
463,Магнитогорск,НОВАТЭК,,14 октября 2020," Хотите работать в стабильной, успешно развивающейся компании? Вам нравится общение с людьми? Вы энергичны и доброжелательны? Значит Вы именно тот кандидат, которого мы ищем! Наша компания занимается розничной реализацией топлива через сеть заправочных станций на территориях Челябинской, Ростовской, Волгоградской, Астраханской областей. Обязанности: Организует и самостоятельно работает на основе уверенного знания основных параметров, требований, правил установки, способов выявления и устранения неполадок сетевых операционных систем и пользовательских сред, квалифицированно работает с ними; Устанавливает на серверы, рабочие станции пользовательское и сетевое программное обеспечение. Организует рабочие места для пользователей. Осуществляет контроль за монтажом и пусконаладочными работами оборудования и ПО специалистами сторонних организаций; Конфигурирует и оптимизирует сеть и сервер с учетом возможностей и требований Компании. Разрабатывает и вносит на рассмотрение своего непосредственного руководителя предложения по оптимизации и развитию ИТ инфраструктуры, в том числе по приобретению техники; Обеспечивает бесперебойную работу серверов, АТС, линий и абонентских устройств связи, в том числе беспроводных и локальных, персональных компьютеров, СКС, вычислительной и оргтехники. Поддерживает рабочее состояние программного обеспечения серверов и рабочих станций, мобильных средств связи и передачи данных, кассовых аппаратов и детекторов валют, разрабатывает и реализует систему профилактических мер; Принимает исчерпывающие меры по недопущению возникновения неполадок оборудования связи и передачи данных во время своего отсутствия; Самостоятельно устраняет неполадки в работе оборудования и ПО, серверов, средств связи и передачи данных; Обучает пользователей работе в сети, ведению архивов, консультирует пользователей по вопросам пользования компьютерами, программами, сетью, составляет инструкции по работе с программным обеспечением и доводит их до сведения пользователей; Принимает исчерпывающие меры по сохранению данных, в том числе в случае возникновения неполадок в сети, на серверах, в отдельных АРМ, в том числе обеспечивает своевременное копирование и резервирование данных. Поддерживает и своевременно обновляет сайт Филиала в Интернете. Требования: Знание компьютерных комплектующих; Знание ОС семейства MS Windows на уровне администратора; Знание основ построения сетей; Знание 1С, Oracle, SQL приветствуются; Образование высшее; Опыт руководящей работы - приветствуется; Опыт работы с POS-терминалами, ККМ; Должен иметь группу по электробезопасности не ниже III в электроустановках до 1000В в качестве оперативно - ремонтного персонала. Условия: Работа в престижной компании; Заработная плата: от 35 500 руб., каждый год проводится индексация заработной платы; Режим труда: пн.-чт. c 9-00 до 18-00; пт. с 9-00 до 16-45; Официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата; Социальный пакет: ДМС, компенсация детского отдыха детей, частичная компенсация спортивных занятий, пенсионная программа для работников Компании и др.; Офис: г. Магнитогорск, ул. Гагарина 35. Компания занимается мелкооптовой и розничной торговлей сжиженным углеводородным газом и жидким моторным топливом. И является единственным оператором в этом направлении. Компания имеет большую сеть автозаправочных станций на территориях Челябинской, Ростовской, Волгоградской и Астраханской областей. "," , , , , , , , , , , , , , , , ",1–3 года,Специалист отдела информационных технологий,,42000.0,35500.0,полный день,"Офисная техника,Администрирование сетевого оборудования,Cистемы управления базами данных,Настройка сетевых подключений",Полная занятость,https://tyumen.hh.ru/vacancy/39197446
71,Челябинск,"ГРЧЦ, ФГУП",,5 октября 2020," Обязанности: ежедневный мониторинг СМИ и СМК на предмет выявления признаков нарушений законодательства РФ в сфере СМИ и СМК; первичная оценка различной информационной продукции на соответствие требованиям законодательства РФ; подготовка и формирование тематических и статистических отчетов по направлению работы; поиск информации в открытых и закрытых источниках и поисковых системах. Требования: высшее образование: журналистика, связи с общественностью, филология, политология; компьютерная грамотность на уровне продвинутого пользователя, свободное владение офисным пакетом; знание нормативно-правовых актов, регулирующих деятельность в сфере СМИ и СМК; высокие навыки письма и редактирования текстов, отличное знание русского языка; умение работать с большими объемами информации; умение работать в режиме многозадачности и жестких сроков; умение работать в команде; владение инструментарием основных соцсетей и мессенджеров; ответственность, внимательность, пунктуальность, исполнительность. Условия: График работы 5/2 с 08.30 до 17.30‚ пятница до 16.15. Соблюдение Трудового кодекса Российской Федерации. Социальный пакет (мат. помощь к отпуску‚ ДМС). Срочный трудовой договор (на период отсутствия основного работника) ",,1–3 года,Специалист группы мониторинга средств массовых коммуникаций,,42000.0,42000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39097963
732,Челябинск,Компьютерная компания,"Прозрачная система оплаты (сдельная ),График работы 5/2 + ненормированный рабочий день,Наш офис находится в Центральном районе города Челябинска на ул.Энтузиастов",14 октября 2020," Давайте познакомимся: Давайте познакомимся: компания Микос основана в 1992 году. Мы первыми в Челябинской области начали заниматься продажей и сопровождением программ “1С”. Мы ежемесячно обслуживаем более 1200 клиентов. В команде более 40 сотрудников. Наша цель: используя программы 1С, делать жизнь бухгалтера и руководителя в России более легкой, а работу компаний более эффективной. Мы являемся расширяющейся компанией, получившей признание в России, за счет многочисленных рекомендаций постоянных клиентов, что позволяет владельцам компании, всей компании и сотрудникам иметь достойный и увеличивающийся доход. На эту должность мы приглашаем тех из вас, кто уже имеет профильное образование или опыт работы в профильных сферах (бухгалтерский учет или программирование или системное администрирование) и нацелен на длительную работу в нашей компании. В течении первых 3 — 4 месяцев 4 часа в день вы будет работать как помощник менеджера по продажам (делать исходящие звонки постоянным и потенциальным клиентам), а 4 часа проходить обучение как программист 1С или консультант 1С (теория и практика). Перед началом обучения с Вами будет заключен договор о работе в нашей компании в течение не менее двух лет. Наш идеальный кандидат: Часто везет Трудолюбивый Легко изучает новое Упорный и настойчивый Дисциплинированный Наши ценности: Мы ценим сотрудников за результаты Мы любим, когда работа делается быстро и профессионально Мы любим учиться и использовать самое передовое и дающее хороший результат Мы стремимся к тому, чтобы клиент получил то , что мы обещали и даже немного больше Мы ценим соблюдение правил компании Мы ценим уважительное отношение сотрудников друг к другу и к клиентам Мы любим, когда сотрудники «растут» в компании и становятся профессионалами и (или) руководителями Что мы вам дадим: Возможность учиться и получить новую профессию Повышение своей квалификации в процессе работы Поддержку руководителя Поддержку коллектива Возможность расти не только профессионально, но и стать руководителем Возможность работать в дружелюбной и сплоченной команде Возможность роста в компании в течение первого года работы Что от Вас требуется: Быстро изучить программы 1С Стать квалифицированным программистом или консультантом по 1С Качественно оказывать услуги клиентам Один из школы начинающего программиста будет выбран для работы на телефонной линии консультации 1С Условия работы: Прозрачная система оплаты (сдельная ) График работы 5/2 + ненормированный рабочий день Наш офис находится в Центральном районе города Челябинска на ул.Энтузиастов И теперь, если Вы внимательно прочитали вакансию и хотите с нами работать — заполните анкету. После заполнения анкеты мы пригласим Вас на собеседование. ",,не требуется,Стажер-программист 1С,,45000.0,15000.0,полный день,"Консультирование,1C: Бухгалтерия,Работа в команде,Пользователь ПК,1С: Зарплата и управление персоналом,Грамотная речь,Бухгалтерский учет,1С: Предприятие 8,1С: Розница,1С программирование",Стажировка,https://tyumen.hh.ru/vacancy/39453646
800,Челябинск,Cosa Nostra Agency,,14 октября 2020," Мы — интернет-агентство Cosa Nostra — занимаемся привлечением клиентов в компании наших партнеров с помощью рекламы в интернете с 2015 года. Наши клиенты — малый, средний и крупный бизнес, а также государство. Расширяем команду и находимся в поиске помощника маркетолога в штат. Обязанности: - ведение клиентов (контроль реализации проектов заказчика, быть на связи с заказчиком), - работа с командой исполнителей (постановка задач, контроль их выполнения), - выполнение небольших задачи по интернет-маркетингу. Требования: - наличие хотя бы минимального опыта и знаний в сфере интернет-рекламы, - хорошие коммуникативные навыки, - быстрая обучаемость, - ответственный подход к выполнению поставленных задач. Условия: - работа в офисе, - оклад + KPI, - карьерный рост и увеличение заработной платы с повышением квалификации. Оставляйте отклик на вакансию, чтобы записаться на собеседование. Рассмотрим всех кандидатов. ",,1–3 года,Помощник интернет-маркетолога,,45000.0,20000.0,полный день,"Cоциальная реклама,Пользователь ПК,Деловая коммуникация,Internet Marketing,Интернет-реклама,Работа в команде,Управление проектами,Ведение переговоров",Полная занятость,https://tyumen.hh.ru/vacancy/39816227
810,Челябинск,SaitCraft,,9 октября 2020," Полная занятость. Работа в офисе. Фриланс запрещен. Без опыта. Опыт работы с контекстной рекламой, аналитикой, пониманием хорошего сайта приветствуется и предполагает зарплату выше (см. Этапы роста). Обязанности: Мы помогаем компаниям увеличивать продажи с помощью интернет. Это предполагает комплексную работу специалиста над проектом: — понимание целей заказчика, его продукта, отличий от конкурентов; — ведение контекстной рекламы Яндекс Директ и Google Adwords; — составление ТЗ на повышение конверсии сайта; — аналитика трафика с помощью Яндекс Метрика и Google Analytics; — аналитика количества и качества лидов (используем сервис Callibri); — мониторинг работы отдела продаж заказчика; — оптимизация всего для повышения количества лидов при том же бюджете. Данный подход позволяет нам работать с клиентами годами, но требует от всех специалистов постоянного обучения. Чем поможем? — научим работать с целями заказчика, отстройкой от конкурентов, повышать конверсию сайта, анализировать лиды с помощью Callibri и укладывать все это в digital стратегию; — общение с заказчиком на 80% берем на себя. Это касается всех вопросов по оплате, документообороту, дополнительным продажам и спорным вопросам. На вас - общение по операционным вопросам (чаще всего по e-mail). — в штате есть дизайнер, верстальщик, программист, SEO - специалисты, которые возьмут на себя доработку сайта. Что надо освоить самостоятельно: — Яндекс Директ и Google Adwords Что обязательно: — трудолюбие, усидчивость; — ответственность; — желание сделать классный результат. Этапы роста и зарплата: Первый месяц: стажировка. Мы смотрим на вас, вы узнаете больше о нас. Много самостоятельного обучения контекстной рекламе. Зарплата – 18 000 р. Второй месяц: продолжение стажировки. К контекстной рекламе добавляются работы по повышению конверсии сайта и аналитике. Самостоятельное заведение рекламных кампаний. Зарплата 20 000 р. Третий месяц: окончание стажировки и прием на работу. вы самостоятельно ведете контекст по некоторым проектам и отвечаете за результаты. Зарплата 25 000 р. Последующие месяца: зарплата растет вместе с профессиональным уровнем. Спустя 12 месяцев зарплата специалиста составляет 35 000 … 45 000 рублей. К этому времени специалист является так же ведущим для другого начинающего специалиста. Дальше развитие может идти по нескольким путям: — углубленное развитие специалиста в контексте; — руководство другими специалистами по контексту; — изучение смежных направлений (поисковое продвижение, реклама в соц. сетях, e-mail рассылка); — переход на роль менеджера проектов, который отвечает за коммуникацию с заказчиками. Условия: — один специалист ведет от 4 до 8 проектов; — работа в офисе на Тополиная 21 (Северо-Запад, рядом с Тополиной Аллеей); — работа с 09-00 до 18-00 пять дней в неделю; — ежедневные и еженедельные планерки; — учет своего рабочего времени; — ведение проектов в Битрикс 24; — зарплата два раза в месяц (середина и конец месяца). Что будет после отклика: — опросник; — знакомство в офисе и тестовое задание; — решение о приеме на стажировку. ",,не требуется,Специалист по контекстной рекламе без опыта,,45000.0,20000.0,полный день,"Контекстная реклама,Яндекс.Директ,Яндекс.Метрика,Google AdWords,Google Analytics",Полная занятость,https://tyumen.hh.ru/vacancy/39128784
116,Челябинск,ГБУ ДПО РЦОКИО,,7 октября 2020," Обязанности: Участие в аудитах информационной безопасности (ИБ); Участие в разработке и внедрении организационных и технических мер по обеспечению ИБ; Участие в реализации курсов повышения квалификации в области обеспечения ИБ; Мониторинг событий ИБ; Контроль исполнения требований ИБ в соответствии с локальными нормативными документами и законодательством РФ; Участие в расследовании инцидентов ИБ; Установка и настройка средств защиты информации(антивирусная защита, защита от НСД, защита виртуализации, сканеры сети, обнаружение вторжения); Реализация функций удостоверяющего центра; Осуществление функций защищенной сети ViPNet. Требования: Высшее техническое образование в области ИБ или переподготовка; Знание нормативной правовой документации в области обеспечения ИБ (Федеральные законы, стандарты, ГОСТы, руководящие документы ФСТЭК и ФСБ России); Опыт работы с СЗИ и СКЗИ. Условия: Оформление в соответствии с ТК РФ; Возможно обучение в сфере ИБ за счет компании; График работы: пн-чт с 08.30 до 17.15, пт с 08.30 до 16.00; ",,1–3 года,Инженер по защите информации,,45000.0,25000.0,полный день,"Информационная безопасность,Средства криптографической защиты информации,Технические средства информационной защиты,Аудит безопасности,Антивирусная защита сети",Полная занятость,https://tyumen.hh.ru/vacancy/39667849
285,Челябинск,Некстайп,,15 октября 2020," Компания Некстайп - одна из ведущих студий Челябинска. Мы работаем с крупными заказчиками и своими проектами, с должным усердием и качеством. Специализируемся на системе управления 1С-Битрикс. Внедряем Битрикс24 и amoCRM. Разрабатываем готовые решения на 1С-Битрикс, которые успешно продаются во всем СНГ. На текущий момент, мы заинтересованы в пополнении команды грамотным unix'оидом. Ознакомьтесь с нашими требованиями ниже: Обязанности: Администрирование веб-серверов (CentOS, Debian) Оптимизация nginx + apache для быстродействия Требования: Отличное владение unix-системами Понимание, как работает веб-сервер и http-протокол Умения собирать nginx из необходимых модулей Написание простых bash-скриптов Условия: Работа в светлом, уютном офисе в Челябинске Трудоустройство по ТК Зерновой кофе, чай, печенье и необходимая литература за счет компании ","Администрирование веб-серверов (CentOS, Debian),Оптимизация nginx + apache для быстродействия",не требуется,Системный администратор Unix,,45000.0,25000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/37138017
782,Челябинск,INTEC,"У нас молодой и позитивный коллектив профессионалов. Руководители отделов – это старшие братья, которые всегда готовы прийти на помощь, подсказать, дать мудрый совет.,Вас ждет интересная работа в сфере информационных технологий и возможность поработать с проектами разнообразной тематики.,У вас будет возможность получить реальный опыт в области интернет-маркетинга, приобрести ценные умения, знания и навыки.,Выплата зарплаты 2 раза в месяц.,Люди для нас – главная ценность. Поэтому мы вкладываем силы в корпоративное обучение и разрабатываем для каждого сотрудника планы развития.,Пятидневная рабочая неделя с 09:30 до 18:30, в центре города.",15 октября 2020," Компания INTEC с 2006 года оказывает услуги в области интернет-маркетинга. Мы работаем в четырех основных направлениях: разработка и дизайн сайтов, оптимизация и продвижение сайтов, организация рекламы в интернете. Сегодня наша команда объединяет более 50 специалистов. Мы входим в число лидеров рынка разработки сайтов на платформе «1С-Битрикс». За время работы мы реализовали более 2000 интернет-проектов от простых сайтов-визиток до сложных IT-порталов и сервисов. Ежемесячно запускается более 150 рекламных кампаний. Приглашаем на работу активных, позитивно настроенных и желающих развиваться вместе с нами! Что вы будите делать: Наполнят сайты текстовым и графическим контентом. Помогать нашим Клиентам освоится на своем новом сайте, который мы сделали для них. Взаимодействовать с техническими специалистами. Что мы ждем от вас: Высокий уровень грамотности, внимание к деталям. Опыт работы с различными CMS-системами (преимущественно «Битрикс»). знание MicrosoftOfficeExcel. Опыт работы в графических редакторах. Опыт работы контент-менеджером (желательно). Умение работать в режиме многозадачности. Креативное мышление. Организованность, аккуратность, ответственность‚ инициативность. Условия: У нас молодой и позитивный коллектив профессионалов. Руководители отделов – это старшие братья, которые всегда готовы прийти на помощь, подсказать, дать мудрый совет. Вас ждет интересная работа в сфере информационных технологий и возможность поработать с проектами разнообразной тематики. У вас будет возможность получить реальный опыт в области интернет-маркетинга, приобрести ценные умения, знания и навыки. Выплата зарплаты 2 раза в месяц. Люди для нас – главная ценность. Поэтому мы вкладываем силы в корпоративное обучение и разрабатываем для каждого сотрудника планы развития. Пятидневная рабочая неделя с 09:30 до 18:30, в центре города. Вам не важно какого цвета у вас волосы и наличие пирсинга. Нам больше важна многозадачность, чувство юмора и умение укладываться в дедлайны. Если все это про вас или вы просто хороший человек с небольшим опытом, но с желанием развиваться и вы дочитали вакансию до этого места, тогда присылайте нам свое резюме и присоединяйтесь к нашей команде. Для трудоустройства: вышлите резюме на email; позвоните нам по номеру, указанному ниже; · Будьте готовы к выполнению Тестового Задания. ",,1–3 года,Контент-менеджер,,45000.0,25000.0,полный день,"Грамотность,Adobe Photoshop,Пользователь ПК,Креативность,Работа в команде,CorelDRAW,HTML,Работа с большим объемом информации,MS Excel,1С-Битрикс",Полная занятость,https://tyumen.hh.ru/vacancy/39687844
81,Челябинск,Xpage,,13 октября 2020," Привет! Мы- Digital Agency Xpage. Уже более 17 лет мы помогаем своим клиентам получать максимум пользы от современных технологий и инструментов веб-разработки, интернет-рекламы, дизайна и автоматизации. В нашем бэкграунде проекты для крупных представителей международного бизнеса и государственных структур. Мы- современная и динамично развивающаяся команда. В связи с ростом глубины и количества проектов, мы открываем вакансию ""Менеджер IT проектов"" Что предстоит делать: Сопровождение интернет-проектов на всех этапах: контроль, анализ, подготовка, процесс создания/разработки, тестирование, запуск и сопровождение; Управлять отношениями с клиентом и его ожиданиями на протяжении всего этапа разработки проекта; Изучать специфику бизнеса клиента, бизнес-процессы и предлагать решения; Управлять проектной командой (дизайнер, верстальщик, программист, контент-менеджер); Контролировать результаты и сроки выполнения; Составлять ТЗ, вести проектную документацию, утверждать ее с клиентом и предоставлять отчеты о проделанной работе; Участвовать в улучшении качества и эффективности разработки проектов: аналитика, расчет себестоимости проектов, оптимизация бизнес-процессов, расчет KPI команды. Необходимый бэкграунд: Навыки разработки и написания документации по проектам; Знание основ интернет-маркетинга; Качества командного игрока -лидера: способный к компромиссам и работе в проектной группе, но при этом самостоятельная сильная единица этой команды, умеющая брать на себя ответственность и работать на результат; Аналитическая работа; Опыт построения высокоэффективных и прозрачных коммуникаций с клиентами; Xpage — это, прежде всего, команда высококлассных профессионалов и молодых амбициозных специалистов. Это команда жизнерадостных, творческих и любознательных людей, для которых интернет — это жизнь. Мы стремимся создавать для своих сотрудников только самые комфортные условия работы и отдыха. Наши сотрудники имеют уникальную возможность повышать свою квалификацию и развивать полезные профессиональные навыки на лучших площадках. Мы даем своим сотрудникам свободу идей, творчества и самовыражения. Гарантируем трудоустройство по ТК РФ. Xpage — это большая семья, которая всегда рада принять новых людей) ",,не требуется,Проектный менеджер,,45000.0,30000.0,полный день,"Adobe Photoshop,Управление проектами,Разработка технических заданий,Оптимизация бизнес-процессов,Управление интернет-проектами",Полная занятость,https://tyumen.hh.ru/vacancy/39706757
816,Челябинск,Зет-Медиа,,13 октября 2020," Мы, успешная игровая компания, активно развиваемся и будем рады принять в команду новых талантливых специалистов. Если у вас пока маловато опыта, но есть желание работать и учиться, в том числе самостоятельно - мы открыты к сотрудничеству. Под руководством опытных наставников вы сможете подтянуть свои навыки и вырасти как frontend-специалист. Если вы еще учитесь - график работы можно обсудить индивидуально. Вам предстоит: разработка клиентской части браузерных игр на JavaScript; программирование игровой логики, интерфейсов, графических эффектов. Требования: знание JavaScript, HTML, CSS; понимание базовых принципов верстки; наличие проектов на GitHub и/или пройденных курсов по JS ; готовность самостоятельно пройти предложенное нами обучение перед собеседованием; готовность выполнить тестовое задание. Плюсами будут: опыт коммерческой разработки на любом языке программирования; представление об ООП и паттернах проектирования. Преимущества: официальное трудоустройство, белая зарплата, соцпакет, оплачиваемый отпуск; корпоративные курсы английского языка (по желанию); комфортное рабочее место, организованное с учетом индивидуальных пожеланий; работа над интересными игровыми проектами, в которые ежедневно играют сотни тысяч людей; возможности для роста, интересные и разнообразные задачи; оплата компанией обучающих курсов, семинаров, необходимых для профессионального роста; дружный, доброжелательный коллектив; гибкий график, укороченный рабочий день (7 часов). Уровень заработной платы будет зависеть от итогов собеседования, а в дальнейшем - от итогов работы. ",,не требуется,Программист JavaScript (Front-end) Junior / Начинающий JavaScript разработчик,"знание JavaScript, HTML, CSS;,понимание базовых принципов верстки;,наличие проектов на GitHub и/или пройденных курсов по JS,готовность самостоятельно пройти предложенное нами обучение перед собеседованием;,готовность выполнить тестовое задание.",45000.0,30000.0,полный день,"JavaScript,HTML,CSS",Полная занятость,https://tyumen.hh.ru/vacancy/39670788
